dst_bytes,src_bytes,land,is_host_login,duration,num_failed_logins,srv_count,wrong_fragment,su_attempted,CATEGORY
0.0,2.0958369107741185e-08,0,0,0,0.0,0.0137254901960784,0.0,0,PROBE
0.0,2.0958369107741185e-08,0,0,0,0.0,0.0901960784313725,0.0,0,PROBE
0.0,2.0958369107741185e-08,0,0,0,0.0,0.0647058823529411,0.0,0,PROBE
0.0,4.715633049241768e-08,0,0,0,0.0,0.0,0.0,0,PROBE
0.0,4.715633049241768e-08,0,0,0,0.0,0.0,0.0,0,PROBE
0.0,4.715633049241768e-08,0,0,0,0.0,0.0019607843137254,0.0,0,PROBE
0.0,4.715633049241768e-08,0,0,0,0.0,0.0019607843137254,0.0,0,PROBE
0.0,2.0958369107741185e-08,0,0,0,0.0,0.0627450980392156,0.0,0,PROBE
0.0,2.0958369107741185e-08,0,0,0,0.0,0.0686274509803921,0.0,0,PROBE
0.0,2.0958369107741185e-08,0,0,0,0.0,0.0509803921568627,0.0,0,PROBE
0.0,4.715633049241768e-08,0,0,0,0.0,0.0,0.0,0,PROBE
2.756840994147925e-05,0.0,0,0,6,0.0,0.0,0.0,0,PROBE
0.0,0.0,0,0,0,0.0,0.0,0.0,0,PROBE
0.0,2.0958369107741185e-08,0,0,0,0.0,0.0,0.0,0,PROBE
0.0,2.0958369107741185e-08,0,0,0,0.0,0.0470588235294117,0.0,0,PROBE
0.0,2.0958369107741185e-08,0,0,0,0.0,0.0568627450980392,0.0,0,PROBE
0.0,4.715633049241768e-08,0,0,0,0.0,0.0,0.0,0,PROBE
0.0,4.715633049241768e-08,0,0,0,0.0,0.0,0.0,0,PROBE
0.0,2.0958369107741185e-08,0,0,0,0.0,0.0764705882352941,0.0,0,PROBE
0.0,4.715633049241768e-08,0,0,0,0.0,0.0,0.0,0,PROBE
0.0,2.0958369107741185e-08,0,0,0,0.0,0.0333333333333333,0.0,0,PROBE
0.0,2.0958369107741185e-08,0,0,0,0.0,0.0980392156862745,0.0,0,PROBE
0.0,2.0958369107741185e-08,0,0,0,0.0,0.096078431372549,0.0,0,PROBE
0.0,4.715633049241768e-08,0,0,0,0.0,0.0,0.0,0,PROBE
0.0,0.0,0,0,0,0.0,0.0,0.0,0,PROBE
0.0,2.0958369107741185e-08,0,0,0,0.0,0.0588235294117647,0.0,0,PROBE
0.0,2.0958369107741185e-08,0,0,0,0.0,0.0039215686274509,0.0,0,PROBE
0.0,4.715633049241768e-08,0,0,0,0.0,0.0,0.0,0,PROBE
0.0,2.0958369107741185e-08,0,0,0,0.0,0.0725490196078431,0.0,0,PROBE
0.0,2.0958369107741185e-08,0,0,0,0.0,0.0117647058823529,0.0,0,PROBE
0.0,2.0958369107741185e-08,0,0,0,0.0,0.0098039215686274,0.0,0,PROBE
0.0,0.0,0,0,0,0.0,0.0,0.0,0,PROBE
0.0,2.0958369107741185e-08,0,0,0,0.0,0.0313725490196078,0.0,0,PROBE
0.0,2.0958369107741185e-08,0,0,0,0.0,0.0411764705882352,0.0,0,PROBE
0.0,2.0958369107741185e-08,0,0,0,0.0,0.0803921568627451,0.0,0,PROBE
0.0,2.0958369107741185e-08,0,0,0,0.0,0.0372549019607843,0.0,0,PROBE
0.0,2.0958369107741185e-08,0,0,0,0.0,0.0568627450980392,0.0,0,PROBE
0.0,2.0958369107741185e-08,0,0,0,0.0,0.0901960784313725,0.0,0,PROBE
0.0,2.0958369107741185e-08,0,0,0,0.0,0.0058823529411764,0.0,0,PROBE
0.0,2.0958369107741185e-08,0,0,0,0.0,0.0509803921568627,0.0,0,PROBE
0.0,0.0,0,0,0,0.0,0.0,0.0,0,PROBE
0.0,2.0958369107741185e-08,0,0,0,0.0,0.0901960784313725,0.0,0,PROBE
0.0,2.0958369107741185e-08,0,0,0,0.0,0.0529411764705882,0.0,0,PROBE
0.0,4.715633049241768e-08,0,0,0,0.0,0.0,0.0,0,PROBE
0.0,2.0958369107741185e-08,0,0,0,0.0,0.0509803921568627,0.0,0,PROBE
0.0,0.0,0,0,0,0.0,0.0,0.0,0,PROBE
0.0,4.715633049241768e-08,0,0,0,0.0,0.0019607843137254,0.0,0,PROBE
0.0,2.0958369107741185e-08,0,0,0,0.0,0.0607843137254901,0.0,0,PROBE
0.0,2.0958369107741185e-08,0,0,0,0.0,0.0431372549019607,0.0,0,PROBE
0.0,4.715633049241768e-08,0,0,0,0.0,0.0,0.0,0,PROBE
0.0,4.715633049241768e-08,0,0,0,0.0,0.0,0.0,0,PROBE
0.0,2.0958369107741185e-08,0,0,0,0.0,0.0039215686274509,0.0,0,PROBE
0.0,2.0958369107741185e-08,0,0,0,0.0,0.0686274509803921,0.0,0,PROBE
0.0,2.0958369107741185e-08,0,0,0,0.0,0.0470588235294117,0.0,0,PROBE
0.0,2.0958369107741185e-08,0,0,0,0.0,0.0901960784313725,0.0,0,PROBE
0.0,2.0958369107741185e-08,0,0,0,0.0,0.0058823529411764,0.0,0,PROBE
0.0,2.0958369107741185e-08,0,0,0,0.0,0.0490196078431372,0.0,0,PROBE
0.0,2.0958369107741185e-08,0,0,0,0.0,0.0352941176470588,0.0,0,PROBE
0.0,2.0958369107741185e-08,0,0,0,0.0,0.0490196078431372,0.0,0,PROBE
0.0,2.0958369107741185e-08,0,0,0,0.0,0.0901960784313725,0.0,0,PROBE
0.0,4.715633049241768e-08,0,0,0,0.0,0.0,0.0,0,PROBE
0.0,2.0958369107741185e-08,0,0,0,0.0,0.0254901960784313,0.0,0,PROBE
0.0,2.0958369107741185e-08,0,0,0,0.0,0.0450980392156862,0.0,0,PROBE
0.0,2.0958369107741185e-08,0,0,0,0.0,0.0901960784313725,0.0,0,PROBE
0.0,2.0958369107741185e-08,0,0,0,0.0,0.096078431372549,0.0,0,PROBE
0.0,2.0958369107741185e-08,0,0,0,0.0,0.0058823529411764,0.0,0,PROBE
0.0,2.0958369107741185e-08,0,0,0,0.0,0.0784313725490196,0.0,0,PROBE
0.0,2.0958369107741185e-08,0,0,0,0.0,0.0686274509803921,0.0,0,PROBE
0.0,2.0958369107741185e-08,0,0,0,0.0,0.0294117647058823,0.0,0,PROBE
0.0,2.0958369107741185e-08,0,0,0,0.0,0.0215686274509803,0.0,0,PROBE
0.0,0.0,0,0,0,0.0,0.0,0.0,0,PROBE
0.0,4.715633049241768e-08,0,0,0,0.0,0.0,0.0,0,PROBE
0.0,2.0958369107741185e-08,0,0,0,0.0,0.0294117647058823,0.0,0,PROBE
0.0,4.715633049241768e-08,0,0,0,0.0,0.0,0.0,0,PROBE
0.0,2.0958369107741185e-08,0,0,0,0.0,0.0137254901960784,0.0,0,PROBE
0.0,4.715633049241768e-08,0,0,0,0.0,0.0,0.0,0,PROBE
0.0,2.0958369107741185e-08,0,0,0,0.0,0.0705882352941176,0.0,0,PROBE
0.0,2.0958369107741185e-08,0,0,0,0.0,0.0568627450980392,0.0,0,PROBE
0.0,2.0958369107741185e-08,0,0,0,0.0,0.0705882352941176,0.0,0,PROBE
0.0,2.0958369107741185e-08,0,0,0,0.0,0.0,0.0,0,PROBE
0.0,0.0,0,0,0,0.0,0.0,0.0,0,PROBE
0.0,2.0958369107741185e-08,0,0,0,0.0,0.0215686274509803,0.0,0,PROBE
0.0,2.0958369107741185e-08,0,0,0,0.0,0.0392156862745098,0.0,0,PROBE
0.0,2.0958369107741185e-08,0,0,0,0.0,0.0176470588235294,0.0,0,PROBE
