dst_host_serror_rate,dst_host_diff_srv_rate,diff_srv_rate,land,dst_host_srv_serror_rate,dst_host_count,udp,num_compromised,dst_host_srv_count,dst_host_same_srv_rate,HASH3,srv_count,dst_host_same_src_port_rate,count,wrong_fragment,dst_host_rerror_rate,srv_diff_host_rate,src_bytes,dst_bytes,HASH5,CATEGORY
0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.3149606299212598,1.0,-1.0,0.0137254901960784,1.0,0.0,0.0,0.0,1.0,2.0958369107741185e-08,0.0,1.0,PROBE
0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0629921259842519,1.0,-1.0,0.0901960784313725,1.0,0.0,0.0,0.0,1.0,2.0958369107741185e-08,0.0,1.0,PROBE
0.0,0.0,0.0,0,0.0,0.0039370078740157,0,0.0,0.2047244094488189,1.0,-1.0,0.0647058823529411,1.0,0.0,0.0,0.0,1.0,2.0958369107741185e-08,0.0,1.0,PROBE
0.0,0.0,0.0,0,0.0,0.0118110236220472,0,0.0,0.0748031496062992,1.0,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,4.7156330492417675e-08,0.0,1.0,PROBE
0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.3661417322834646,1.0,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,4.7156330492417675e-08,0.0,1.0,PROBE
0.0,0.0,0.0,0,0.0,0.0118110236220472,0,0.0,0.2795275590551181,1.0,-1.0,0.0019607843137254,1.0,0.0,0.0,0.0,1.0,4.7156330492417675e-08,0.0,1.0,PROBE
0.0,0.0,0.0,0,0.0,0.0118110236220472,0,0.0,0.547244094488189,1.0,-1.0,0.0019607843137254,1.0,0.0,0.0,0.0,1.0,4.7156330492417675e-08,0.0,1.0,PROBE
0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.3346456692913386,1.0,-1.0,0.0627450980392156,1.0,0.0,0.0,0.0,1.0,2.0958369107741185e-08,0.0,1.0,PROBE
0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.2362204724409448,1.0,-1.0,0.0686274509803921,1.0,0.0,0.0,0.0,1.0,2.0958369107741185e-08,0.0,1.0,PROBE
0.0,0.0,0.0,0,0.0,0.0039370078740157,0,0.0,0.7204724409448819,1.0,-1.0,0.0509803921568627,1.0,0.0,0.0,0.0,1.0,2.0958369107741185e-08,0.0,1.0,PROBE
0.0,0.0,0.0,0,0.0,0.0039370078740157,0,0.0,0.4606299212598425,1.0,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,4.7156330492417675e-08,0.0,1.0,PROBE
0.0,1.0,0.0,0,0.0,0.0196850393700787,0,0.0,0.2716535433070866,0.17,0.0,0.0,0.17,0.0,0.0,0.83,0.0,0.0,2.7568409941479252e-05,-2.0,PROBE
0.0,1.0,0.0,0,0.0,0.1692913385826771,0,0.0,0.0039370078740157,0.02,0.0,0.0,0.02,0.0,0.0,0.91,0.0,0.0,0.0,0.0,PROBE
0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0629921259842519,1.0,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0958369107741185e-08,0.0,1.0,PROBE
0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.4094488188976378,1.0,-1.0,0.0470588235294117,1.0,0.0,0.0,0.0,1.0,2.0958369107741185e-08,0.0,1.0,PROBE
0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.2047244094488189,1.0,-1.0,0.0568627450980392,1.0,0.0,0.0,0.0,1.0,2.0958369107741185e-08,0.0,1.0,PROBE
0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0984251968503937,1.0,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,4.7156330492417675e-08,0.0,1.0,PROBE
0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.5039370078740157,1.0,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,4.7156330492417675e-08,0.0,1.0,PROBE
0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.5984251968503937,1.0,-1.0,0.0764705882352941,1.0,0.0,0.0,0.0,1.0,2.0958369107741185e-08,0.0,1.0,PROBE
0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.1574803149606299,1.0,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,4.7156330492417675e-08,0.0,1.0,PROBE
0.0,0.0,0.0,0,0.0,0.0039370078740157,0,0.0,0.1259842519685039,1.0,-1.0,0.0333333333333333,1.0,0.0,0.0,0.0,1.0,2.0958369107741185e-08,0.0,1.0,PROBE
0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.1377952755905512,1.0,-1.0,0.0980392156862745,1.0,0.0,0.0,0.0,1.0,2.0958369107741185e-08,0.0,1.0,PROBE
0.0,0.0,0.0,0,0.0,0.0039370078740157,0,0.0,0.0826771653543307,1.0,-1.0,0.096078431372549,1.0,0.0,0.0,0.0,1.0,2.0958369107741185e-08,0.0,1.0,PROBE
0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0551181102362204,1.0,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,4.7156330492417675e-08,0.0,1.0,PROBE
0.0,1.0,0.0,0,0.0,0.2204724409448819,0,0.0,0.0039370078740157,0.02,0.0,0.0,0.02,0.0,0.0,0.93,0.0,0.0,0.0,0.0,PROBE
0.0,0.0,0.0,0,0.0,0.0039370078740157,0,0.0,0.1732283464566929,1.0,-1.0,0.0588235294117647,1.0,0.0,0.0,0.0,1.0,2.0958369107741185e-08,0.0,1.0,PROBE
0.0,0.0,0.0,0,0.0,0.0039370078740157,0,0.0,0.0275590551181102,1.0,-1.0,0.0039215686274509,1.0,0.0,0.0,0.0,1.0,2.0958369107741185e-08,0.0,1.0,PROBE
0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.5236220472440944,1.0,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,4.7156330492417675e-08,0.0,1.0,PROBE
0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.3779527559055118,1.0,-1.0,0.0725490196078431,1.0,0.0,0.0,0.0,1.0,2.0958369107741185e-08,0.0,1.0,PROBE
0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0236220472440944,1.0,-1.0,0.0117647058823529,1.0,0.0,0.0,0.0,1.0,2.0958369107741185e-08,0.0,1.0,PROBE
0.0,0.0,0.0,0,0.0,0.0039370078740157,0,0.0,0.6023622047244095,1.0,-1.0,0.0098039215686274,1.0,0.0,0.0,0.0,1.0,2.0958369107741185e-08,0.0,1.0,PROBE
0.0,1.0,0.0,0,0.0,0.1299212598425196,0,0.0,0.0,0.03,0.0,0.0,0.03,0.0,0.0,0.94,0.0,0.0,0.0,0.0,PROBE
0.0,0.0,0.0,0,0.0,0.0039370078740157,0,0.0,0.1929133858267716,1.0,-1.0,0.0313725490196078,1.0,0.0,0.0,0.0,1.0,2.0958369107741185e-08,0.0,1.0,PROBE
0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.1181102362204724,1.0,-1.0,0.0411764705882352,1.0,0.0,0.0,0.0,1.0,2.0958369107741185e-08,0.0,1.0,PROBE
0.0,0.0,0.0,0,0.0,0.0039370078740157,0,0.0,1.0,1.0,-1.0,0.0803921568627451,1.0,0.0,0.0,0.0,1.0,2.0958369107741185e-08,0.0,1.0,PROBE
0.0,0.0,0.0,0,0.0,0.0039370078740157,0,0.0,0.1692913385826771,1.0,-1.0,0.0372549019607843,1.0,0.0,0.0,0.0,1.0,2.0958369107741185e-08,0.0,1.0,PROBE
0.0,0.0,0.0,0,0.0,0.0039370078740157,0,0.0,0.0433070866141732,1.0,-1.0,0.0568627450980392,1.0,0.0,0.0,0.0,1.0,2.0958369107741185e-08,0.0,1.0,PROBE
0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.6141732283464567,1.0,-1.0,0.0901960784313725,1.0,0.0,0.0,0.0,1.0,2.0958369107741185e-08,0.0,1.0,PROBE
0.0,0.0,0.0,0,0.0,0.0039370078740157,0,0.0,0.0984251968503937,1.0,-1.0,0.0058823529411764,1.0,0.0,0.0,0.0,1.0,2.0958369107741185e-08,0.0,1.0,PROBE
0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.4330708661417323,1.0,-1.0,0.0509803921568627,1.0,0.0,0.0,0.0,1.0,2.0958369107741185e-08,0.0,1.0,PROBE
0.0,1.0,0.0,0,0.0,0.1692913385826771,0,0.0,0.0,0.02,0.0,0.0,0.02,0.0,0.0,0.95,0.0,0.0,0.0,0.0,PROBE
0.0,0.0,0.0,0,0.0,0.0039370078740157,0,0.0,0.610236220472441,1.0,-1.0,0.0901960784313725,1.0,0.0,0.0,0.0,1.0,2.0958369107741185e-08,0.0,1.0,PROBE
0.0,0.0,0.0,0,0.0,0.0039370078740157,0,0.0,0.7047244094488189,1.0,-1.0,0.0529411764705882,1.0,0.0,0.0,0.0,1.0,2.0958369107741185e-08,0.0,1.0,PROBE
0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.8149606299212598,1.0,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,4.7156330492417675e-08,0.0,1.0,PROBE
0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.3622047244094488,1.0,-1.0,0.0509803921568627,1.0,0.0,0.0,0.0,1.0,2.0958369107741185e-08,0.0,1.0,PROBE
0.0,1.0,0.0,0,0.0,0.2362204724409448,0,0.0,0.0039370078740157,0.02,0.0,0.0,0.02,0.0,0.0,0.9,0.0,0.0,0.0,-2.0,PROBE
0.0,0.0,0.0,0,0.0,0.0118110236220472,0,0.0,0.2007874015748031,1.0,-1.0,0.0019607843137254,1.0,0.0,0.0,0.0,1.0,4.7156330492417675e-08,0.0,1.0,PROBE
0.0,0.0,0.0,0,0.0,0.0039370078740157,0,0.0,0.8070866141732284,1.0,-1.0,0.0607843137254901,1.0,0.0,0.0,0.0,1.0,2.0958369107741185e-08,0.0,1.0,PROBE
0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.2047244094488189,1.0,-1.0,0.0431372549019607,1.0,0.0,0.0,0.0,1.0,2.0958369107741185e-08,0.0,1.0,PROBE
0.0,0.0,0.0,0,0.0,0.0118110236220472,0,0.0,0.1653543307086614,1.0,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,4.7156330492417675e-08,0.0,1.0,PROBE
0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.2086614173228346,1.0,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,4.7156330492417675e-08,0.0,1.0,PROBE
0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.3543307086614173,1.0,-1.0,0.0039215686274509,1.0,0.0,0.0,0.0,1.0,2.0958369107741185e-08,0.0,1.0,PROBE
0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.3543307086614173,1.0,-1.0,0.0686274509803921,1.0,0.0,0.0,0.0,1.0,2.0958369107741185e-08,0.0,1.0,PROBE
0.0,0.0,0.0,0,0.0,0.0039370078740157,0,0.0,0.2244094488188976,1.0,-1.0,0.0470588235294117,1.0,0.0,0.0,0.0,1.0,2.0958369107741185e-08,0.0,1.0,PROBE
0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0708661417322834,1.0,-1.0,0.0901960784313725,1.0,0.0,0.0,0.0,1.0,2.0958369107741185e-08,0.0,1.0,PROBE
0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.5039370078740157,1.0,-1.0,0.0058823529411764,1.0,0.0,0.0,0.0,1.0,2.0958369107741185e-08,0.0,1.0,PROBE
0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.3346456692913386,1.0,-1.0,0.0490196078431372,1.0,0.0,0.0,0.0,1.0,2.0958369107741185e-08,0.0,1.0,PROBE
0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.2677165354330709,1.0,-1.0,0.0352941176470588,1.0,0.0,0.0,0.0,1.0,2.0958369107741185e-08,0.0,1.0,PROBE
0.0,0.0,0.0,0,0.0,0.0039370078740157,0,0.0,0.1968503937007874,1.0,-1.0,0.0490196078431372,1.0,0.0,0.0,0.0,1.0,2.0958369107741185e-08,0.0,1.0,PROBE
0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.9763779527559056,1.0,-1.0,0.0901960784313725,1.0,0.0,0.0,0.0,1.0,2.0958369107741185e-08,0.0,1.0,PROBE
0.0,0.0,0.0,0,0.0,0.0078740157480314,0,0.0,0.8267716535433071,1.0,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,4.7156330492417675e-08,0.0,1.0,PROBE
0.0,0.0,0.0,0,0.0,0.0039370078740157,0,0.0,0.1614173228346456,1.0,-1.0,0.0254901960784313,1.0,0.0,0.0,0.0,1.0,2.0958369107741185e-08,0.0,1.0,PROBE
0.0,0.0,0.0,0,0.0,0.0039370078740157,0,0.0,0.0826771653543307,1.0,-1.0,0.0450980392156862,1.0,0.0,0.0,0.0,1.0,2.0958369107741185e-08,0.0,1.0,PROBE
0.0,0.0,0.0,0,0.0,0.0039370078740157,0,0.0,0.405511811023622,1.0,-1.0,0.0901960784313725,1.0,0.0,0.0,0.0,1.0,2.0958369107741185e-08,0.0,1.0,PROBE
0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.5905511811023622,1.0,-1.0,0.096078431372549,1.0,0.0,0.0,0.0,1.0,2.0958369107741185e-08,0.0,1.0,PROBE
0.0,0.0,0.0,0,0.0,0.0039370078740157,0,0.0,0.0039370078740157,1.0,-1.0,0.0058823529411764,1.0,0.0,0.0,0.0,1.0,2.0958369107741185e-08,0.0,1.0,PROBE
0.0,0.0,0.0,0,0.0,0.0039370078740157,0,0.0,0.326771653543307,1.0,-1.0,0.0784313725490196,1.0,0.0,0.0,0.0,1.0,2.0958369107741185e-08,0.0,1.0,PROBE
0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.2165354330708661,1.0,-1.0,0.0686274509803921,1.0,0.0,0.0,0.0,1.0,2.0958369107741185e-08,0.0,1.0,PROBE
0.0,0.0,0.0,0,0.0,0.0039370078740157,0,0.0,0.0511811023622047,1.0,-1.0,0.0294117647058823,1.0,0.0,0.0,0.0,1.0,2.0958369107741185e-08,0.0,1.0,PROBE
0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.4803149606299212,1.0,-1.0,0.0215686274509803,1.0,0.0,0.0,0.0,1.0,2.0958369107741185e-08,0.0,1.0,PROBE
0.0,1.0,0.0,0,0.0,0.1102362204724409,0,0.0,0.0039370078740157,0.03,0.0,0.0,0.03,0.0,0.0,0.9,0.0,0.0,0.0,0.0,PROBE
0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.8976377952755905,1.0,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,4.7156330492417675e-08,0.0,1.0,PROBE
0.0,0.0,0.0,0,0.0,0.0039370078740157,0,0.0,0.5236220472440944,1.0,-1.0,0.0294117647058823,1.0,0.0,0.0,0.0,1.0,2.0958369107741185e-08,0.0,1.0,PROBE
0.0,0.17,0.0,0,0.0,0.0433070866141732,0,0.0,0.9606299212598424,0.17,-1.0,0.0,0.17,0.0,0.0,0.08,0.0,4.7156330492417675e-08,0.0,1.0,PROBE
0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0314960629921259,1.0,-1.0,0.0137254901960784,1.0,0.0,0.0,0.0,1.0,2.0958369107741185e-08,0.0,1.0,PROBE
0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.8661417322834646,1.0,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,4.7156330492417675e-08,0.0,1.0,PROBE
0.0,0.0,0.0,0,0.0,0.0,0,0.0,1.0,1.0,-1.0,0.0705882352941176,1.0,0.0,0.0,0.0,1.0,2.0958369107741185e-08,0.0,1.0,PROBE
0.0,0.0,0.0,0,0.0,0.0039370078740157,0,0.0,0.4606299212598425,1.0,-1.0,0.0568627450980392,1.0,0.0,0.0,0.0,1.0,2.0958369107741185e-08,0.0,1.0,PROBE
0.0,0.0,0.0,0,0.0,0.0039370078740157,0,0.0,0.8937007874015748,1.0,-1.0,0.0705882352941176,1.0,0.0,0.0,0.0,1.0,2.0958369107741185e-08,0.0,1.0,PROBE
