duration,flag,src_bytes,dst_bytes,land,wrong_fragment,urgent,hot,num_failed_logins,logged_in,num_compromised,root_shell,su_attempted,num_root,num_file_creations,num_shells,num_access_files,num_outbound_cmds,is_host_login,is_guest_login,count,srv_count,serror_rate,srv_serror_rate,rerror_rate,srv_rerror_rate,same_srv_rate,diff_srv_rate,srv_diff_host_rate,dst_host_count,dst_host_srv_count,dst_host_same_srv_rate,dst_host_diff_srv_rate,dst_host_same_src_port_rate,dst_host_srv_diff_host_rate,dst_host_serror_rate,dst_host_srv_serror_rate,dst_host_rerror_rate,dst_host_srv_rerror_rate,class,CATEGORY,HASH1,HASH2,HASH3,HASH4,HASH5,icmp,tcp,udp
0,1,2.0958369107741185e-08,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,,0,0,0.0,0.013725490196078431,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.31496062992125984,1.0,0.0,1.0,0.51,0.0,0.0,0.0,0.0,ipsweep,PROBE,0.0,-1.0,-1.0,2.0,1.0,1,0,0
0,1,2.0958369107741185e-08,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,,0,0,0.0,0.09019607843137255,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.06299212598425197,1.0,0.0,1.0,0.53,0.0,0.0,0.0,0.0,ipsweep,PROBE,0.0,-1.0,-1.0,2.0,1.0,1,0,0
0,1,2.0958369107741185e-08,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,,0,0,0.0,0.06470588235294118,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.003937007874015748,0.2047244094488189,1.0,0.0,1.0,0.51,0.0,0.0,0.0,0.0,ipsweep,PROBE,0.0,-1.0,-1.0,2.0,1.0,1,0,0
0,1,4.715633049241767e-08,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.011811023622047244,0.07480314960629922,1.0,0.0,1.0,0.25,0.0,0.0,0.0,0.0,ipsweep,PROBE,0.0,-1.0,-1.0,2.0,1.0,1,0,0
0,1,4.715633049241767e-08,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.3661417322834646,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,ipsweep,PROBE,0.0,-1.0,-1.0,2.0,1.0,1,0,0
0,1,4.715633049241767e-08,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,,0,0,0.0,0.00196078431372549,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.011811023622047244,0.2795275590551181,1.0,0.0,1.0,0.25,0.0,0.0,0.0,0.0,ipsweep,PROBE,0.0,-1.0,-1.0,2.0,1.0,1,0,0
0,1,4.715633049241767e-08,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,,0,0,0.0,0.00196078431372549,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.011811023622047244,0.547244094488189,1.0,0.0,1.0,0.25,0.0,0.0,0.0,0.0,ipsweep,PROBE,0.0,-1.0,-1.0,2.0,1.0,1,0,0
0,1,2.0958369107741185e-08,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,,0,0,0.0,0.06274509803921569,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.3346456692913386,1.0,0.0,1.0,0.51,0.0,0.0,0.0,0.0,ipsweep,PROBE,0.0,-1.0,-1.0,2.0,1.0,1,0,0
0,1,2.0958369107741185e-08,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,,0,0,0.0,0.06862745098039216,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.23622047244094488,1.0,0.0,1.0,0.51,0.0,0.0,0.0,0.0,ipsweep,PROBE,0.0,-1.0,-1.0,2.0,1.0,1,0,0
0,1,2.0958369107741185e-08,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,,0,0,0.0,0.050980392156862744,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.003937007874015748,0.7204724409448819,1.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,ipsweep,PROBE,0.0,-1.0,-1.0,2.0,1.0,1,0,0
0,1,4.715633049241767e-08,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.003937007874015748,0.46062992125984253,1.0,0.0,1.0,0.25,0.0,0.0,0.0,0.0,ipsweep,PROBE,0.0,-1.0,-1.0,2.0,1.0,1,0,0
6,0,0.0,2.7568409941479255e-05,0,0.0,0.0,0.0,0.0,1,0.0,0,0,0.0,0.0,0.0,0.0,,0,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.01968503937007874,0.27165354330708663,0.17,1.0,0.17,0.04,0.0,0.0,0.83,0.01,ipsweep,PROBE,0.0,0.0,0.0,0.0,-2.0,0,1,0
0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,,0,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.16929133858267717,0.003937007874015748,0.02,1.0,0.02,1.0,0.0,0.0,0.91,1.0,ipsweep,PROBE,2.0,-2.0,0.0,-1.0,0.0,0,1,0
0,1,2.0958369107741185e-08,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.06299212598425197,1.0,0.0,1.0,0.53,0.0,0.0,0.0,0.0,ipsweep,PROBE,0.0,-1.0,-1.0,2.0,1.0,1,0,0
0,1,2.0958369107741185e-08,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,,0,0,0.0,0.047058823529411764,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.4094488188976378,1.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,ipsweep,PROBE,0.0,-1.0,-1.0,2.0,1.0,1,0,0
0,1,2.0958369107741185e-08,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,,0,0,0.0,0.056862745098039215,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.2047244094488189,1.0,0.0,1.0,0.51,0.0,0.0,0.0,0.0,ipsweep,PROBE,0.0,-1.0,-1.0,2.0,1.0,1,0,0
0,1,4.715633049241767e-08,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0984251968503937,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,ipsweep,PROBE,0.0,-1.0,-1.0,2.0,1.0,1,0,0
0,1,4.715633049241767e-08,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5039370078740157,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,ipsweep,PROBE,0.0,-1.0,-1.0,2.0,1.0,1,0,0
0,1,2.0958369107741185e-08,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,,0,0,0.0,0.07647058823529412,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.5984251968503937,1.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,ipsweep,PROBE,0.0,-1.0,-1.0,2.0,1.0,1,0,0
0,1,4.715633049241767e-08,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.15748031496062992,1.0,0.0,1.0,0.27,0.0,0.0,0.0,0.0,ipsweep,PROBE,0.0,-1.0,-1.0,2.0,1.0,1,0,0
0,1,2.0958369107741185e-08,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,,0,0,0.0,0.03333333333333333,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.003937007874015748,0.12598425196850394,1.0,0.0,1.0,0.52,0.0,0.0,0.0,0.0,ipsweep,PROBE,0.0,-1.0,-1.0,2.0,1.0,1,0,0
0,1,2.0958369107741185e-08,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,,0,0,0.0,0.09803921568627451,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.1377952755905512,1.0,0.0,1.0,0.53,0.0,0.0,0.0,0.0,ipsweep,PROBE,0.0,-1.0,-1.0,2.0,1.0,1,0,0
0,1,2.0958369107741185e-08,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,,0,0,0.0,0.09607843137254903,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.003937007874015748,0.08267716535433071,1.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,ipsweep,PROBE,0.0,-1.0,-1.0,2.0,1.0,1,0,0
0,1,4.715633049241767e-08,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.05511811023622047,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,ipsweep,PROBE,0.0,-1.0,-1.0,2.0,1.0,1,0,0
0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,,0,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.2204724409448819,0.003937007874015748,0.02,1.0,0.02,1.0,0.0,0.0,0.93,1.0,ipsweep,PROBE,2.0,-2.0,0.0,-1.0,0.0,0,1,0
0,1,2.0958369107741185e-08,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,,0,0,0.0,0.058823529411764705,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.003937007874015748,0.1732283464566929,1.0,0.0,1.0,0.51,0.0,0.0,0.0,0.0,ipsweep,PROBE,0.0,-1.0,-1.0,2.0,1.0,1,0,0
0,1,2.0958369107741185e-08,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,,0,0,0.0,0.00392156862745098,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.003937007874015748,0.027559055118110236,1.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,ipsweep,PROBE,0.0,-1.0,-1.0,2.0,1.0,1,0,0
0,1,4.715633049241767e-08,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5236220472440944,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,ipsweep,PROBE,0.0,-1.0,-1.0,2.0,1.0,1,0,0
0,1,2.0958369107741185e-08,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,,0,0,0.0,0.07254901960784314,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.3779527559055118,1.0,0.0,1.0,0.51,0.0,0.0,0.0,0.0,ipsweep,PROBE,0.0,-1.0,-1.0,2.0,1.0,1,0,0
0,1,2.0958369107741185e-08,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,,0,0,0.0,0.011764705882352941,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.023622047244094488,1.0,0.0,1.0,0.57,0.0,0.0,0.0,0.0,ipsweep,PROBE,0.0,-1.0,-1.0,2.0,1.0,1,0,0
0,1,2.0958369107741185e-08,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,,0,0,0.0,0.00980392156862745,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.003937007874015748,0.6023622047244095,1.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,ipsweep,PROBE,0.0,-1.0,-1.0,2.0,1.0,1,0,0
0,1,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.12992125984251968,0.0,0.03,1.0,0.03,0.0,0.0,0.0,0.94,0.0,ipsweep,PROBE,1.0,0.0,0.0,1.0,0.0,0,1,0
0,1,2.0958369107741185e-08,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,,0,0,0.0,0.03137254901960784,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.003937007874015748,0.19291338582677164,1.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,ipsweep,PROBE,0.0,-1.0,-1.0,2.0,1.0,1,0,0
0,1,2.0958369107741185e-08,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,,0,0,0.0,0.041176470588235294,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.11811023622047244,1.0,0.0,1.0,0.52,0.0,0.0,0.0,0.0,ipsweep,PROBE,0.0,-1.0,-1.0,2.0,1.0,1,0,0
0,1,2.0958369107741185e-08,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,,0,0,0.0,0.0803921568627451,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.003937007874015748,1.0,1.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,ipsweep,PROBE,0.0,-1.0,-1.0,2.0,1.0,1,0,0
0,1,2.0958369107741185e-08,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,,0,0,0.0,0.03725490196078431,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.003937007874015748,0.16929133858267717,1.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,ipsweep,PROBE,0.0,-1.0,-1.0,2.0,1.0,1,0,0
